CODEVALUE,ID,STATUS,PREFLABEL_FI,PREFLABEL_SV,PREFLABEL_EN,DESCRIPTION_FI,SHORTNAME,HIERARCHYLEVEL,STARTDATE,ENDDATE
8350,97d82226-f1b3-4081-b3e0-f7b3b480afc7,VALID,Kansimiehistö ym. vesiliikenteen työntekijät,"Däckmanskap, sjötrafikarbetare m.fl.",Ships' deck crews and related workers,"Luokan yleiskuvaus: Huolehtivat kansitehtävistä laivoissa ja aluksissa. Käyttävät ja huoltavat laivan laitteita kannella. Tähän luetaan myös lossinkuljettajat.

Tehtäviä:
- tähystäminen merellä, satamassa tai sisävesiliikenteessä
- köysistä ja kaapeleista huolehtiminen ja kiinnitysköysien ohjaaminen
- koneiden ja laitteiden käyttäminen kannella ja konehuoneessa; kunnossapito ja korjaustöiden tekeminen
-  laivan lastaus- ja purkulaitteiden ja hinausköysien ylläpito ja käyttäminen, pelastus- ja sammutuslaitteiden kunnosta huolehtiminen
- laivan kannen ja rungon puhtaudesta huolehtiminen, niiden maalaaminen ja kunnostaminen tarvittaessa

Esimerkkejä:
- lossinkuljettaja
- kansimies
- konemies (laiva)
- merimies
 Tähän kuuluu:  Tähän ei kuulu: - konemestari (laiva) (3151)
- perämies (laiva) (31521)",,,2010-01-01,
9,4128747e-a4d5-4f20-86b8-c4d556ef5ab5,VALID,Muut työntekijät,Övriga arbetstagare,Elementary occupations,"Luokan yleiskuvaus: Työskentelevät siivoukseen, jätehuoltoon, keittiö- ja pesulatyöhön, maa- ja metsätalouteen, kaivos- ja rakennusteollisuuteen, kuljetus- ja rahdinkäsittelytyöhön ym. liittyvissä avustavissa, rutiiniluonteisissa tai vähän koulutusta vaativissa tehtävissä. Tehtävät voivat liittyä ammattityöntekijöiden avustamiseen tai sesonkityöhön. Useimmissa tämän pääluokan ammateissa asiantuntevaan suoriutumiseen vaaditaan ISCO:n taitotason yksi valmiuksia.

Tehtäviin kuuluu yleensä: siivous- ja puhdistustyötä; jätteiden keruuta ja lajittelua; käsin pakkaamista; varastotyötä, rahdin käsittelyä ja kuormaamista; ruoanvalmistusta ja tarjoilua pikaruokaloissa; ovenvartijana tai vahtimestarina toimimista, mittareiden lukemista ja myynti- ym. automaateista huolehtimista; tavaroiden myyntiä kaduilla; eläinvetoisten ajoneuvojen ohjaamista henkilöiden tai tavaroiden kuljettamiseksi, ym. Tähän kuuluu: - 91 Siivoojat, kotiapulaiset ja muut puhdistustyöntekijät
- 92 Maa-, metsä- ja kalatalouden avustavat työntekijät
- 93 Teollisuuden ja rakentamisen avustavat työntekijät
- 94 Avustavat keittiö- ja ruokatyöntekijät
- 95 Katumyyjät, kengänkiillottajat ym.
- 96 Katujen puhtaanapidon ja jätehuollon työntekijät ym. Tähän ei kuulu: ",,,2010-01-01,
91,5e0c5b39-43a4-4525-b1c8-7c966f32da9e,VALID,"Siivoojat, kotiapulaiset ja muut puhdistustyöntekijät","Städare, hembiträden och andra rengöringsarbetare",Cleaners and helpers,"Luokan yleiskuvaus: Suorittavat erilaisia siivoukseen ja tilojen puhdistukseen liittyviä tehtäviä hotelleissa, toimistoissa, sairaaloissa ja muissa laitoksissa sekä lentokoneissa ja muissa kulkuneuvoissa niiden sisustusten ja varusteiden puhtaana pitämiseksi sekä pesevät ikkunoita ja ulkoseiniä. Tähän luokkaan kuuluvat myös yksityisissä kodeissa työskentelevät kotiapulaiset. Useimmissa tämän 2-numerotason ammateissa edellytetään ISCOn taitotason yksi valmiuksia.

Tehtäviin kuuluu yleensä: lattioiden lakaisemista, huonekalujen ja muiden esineiden imurointia, pesemistä ja kiillottamista, liinavaatteista huolehtimista, vuoteiden sijaamista, erilaisten keittiötöiden ja muiden töiden tekemistä yksityiskodeissa, pintojen, esineiden ja materiaalien puhdistamista. Tähän kuuluu: - 911 Koti-, hotelli- ja toimistosiivoojat ym.
- 912 Ajoneuvojen puhdistajat, ikkunanpesijät ym. Tähän ei kuulu: ",,,2010-01-01,
911,5b4925cd-3745-45d3-b921-eb73cac3cc64,VALID,"Koti-, hotelli- ja toimistosiivoojat ym.","Hem-, hotell- och kontorsstädare m.fl.","Domestic, hotel and office cleaners and helpers","Luokan yleiskuvaus: Lakaisevat, imuroivat, pesevät ja kiillottavat, suorittavat useita tehtäviä pitääkseen hotellien, toimistojen ja muiden laitosten, yksityiskotien sekä lentokoneiden, junien, linja-autojen ja vastaavien kulkuneuvojen sisätilat ja varusteet puhtaina ja siisteinä. Yksityiskodeissa työskentelevien kotiapulaisten tehtäviin voi siivouksen lisäksi kuulua aterioiden valmistaminen ja muut kotitalouden tehtävät.

Tehtäviin kuuluu yleensä: lattioiden lakaiseminen, imurointi ja peseminen sekä huonekalujen ja muiden esineiden puhdistaminen, kiillottaminen jne. hotelleissa, toimistoissa ja muissa laitoksissa; vuoteiden sijaaminen; pyyhkeistä, saippuoista ja vastaavista tarvikkeista huolehtiminen; keittiöiden, kylpyhuoneiden ja vessojen siivoaminen, desinfiointi ja raikastaminen; erilaisissa keittiötöissä auttaminen yksityiskodeissa. Tähän kuuluu: - 9111 Kotiapulaiset ja -siivoojat
- 9112 Toimisto- ja laitossiivoojat ym. Tähän ei kuulu: ",,,2010-01-01,
9111,06378af5-fc0e-4a1a-909d-53c311938eed,VALID,Kotiapulaiset ja -siivoojat,Hembiträden och städare,Domestic cleaners and helpers,"Luokan yleiskuvaus: Siivoavat ja pesevät, valmistavat ruokaa sekä tekevät muita kotitaloustehtäviä yksityisissä kodeissa.

Tehtäviä:
- kodin tilojen peseminen ja puhdistaminen
- liinavaatteiden ja muiden tekstiilien huoltaminen
- aterioiden valmistaminen
- elintarvikkeiden ja muiden kotitaloustarvikkeiden ostaminen
- tehtäviin voi kuulua lasten hoitaminen

Esimerkkejä:
- kotisiivooja
- kotiapulainen Tähän kuuluu:  Tähän ei kuulu: - kodinhoitaja (53221)
- kotiavustaja (53221)
- lastenhoitaja (yksityiskoti) (53112)",,,2010-01-01,
9112,a2360890-c39e-48da-9586-e9838b928d20,VALID,Toimisto- ja laitossiivoojat ym.,Kontors- och hotellstädare m.fl.,"Cleaners and helpers in offices, hotels and other establishments","Luokan yleiskuvaus: Siivoavat toimistojen, hotellien, sairaaloiden ja muiden laitosten sisätiloja ja varusteita sekä kulkuneuvoja, rakennustyömaita yms.

Tehtäviä:
- lattioiden lakaiseminen, imurointi ja peseminen, huonekalujen ja muiden kalusteiden puhdistaminen ja kiillottaminen rakennuksissa, linja-autoissa, raitiovaunuissa, junissa ja lentokoneissa
- vuoteiden sijaaminen ja kylpyhuoneiden siivoaminen, pyyheliinoista, saippuoista ja vastaavista tarvikkeista huolehtiminen
- keittiöiden siivoaminen ja kaikenlaisessa keittiötyössä avustaminen mukaan luettuna astioiden pesu
- roskien kerääminen, roska-astioiden tyhjentäminen ja jätteiden vieminen jätepisteisiin

Esimerkkejä:
- lentokoneen siivooja
- kerroshoitaja (hotelli)
- toimistosiivooja
- junasiivooja
- laivasiivooja
- laitoshuoltaja
- sairaala-apulainen
- päiväkotiapulainen Tähän kuuluu: - 91121 Toimistosiivoojat ym.
- 91122 Hotellisiivoojat
- 91123 Sairaala- ja laitosapulaiset
- 91124 Päiväkotiapulaiset
- 91129 Muut muualla luokittelemattomat siivoojat Tähän ei kuulu: - ajoneuvojen pesijä (9122)
- kiinteistöhuoltomies (5153)
- kotisiivooja (9111)
- keittiöapulainen (9412)
- astianpesijä (9412)",,,2010-01-01,
91121,a763422f-e17c-42ce-9a6d-070d8ad1acd5,VALID,Toimistosiivoojat ym.,Kontorsstädare m.fl.,"Office cleaners, etc.","Luokan yleiskuvaus: Siivoavat huoneita ja sosiaalitiloja toimistoissa, myymälöissä ym. Imuroivat, pyyhkivät pölyt ja pesevät sovitut kohteet, kuten lattiat, työpöydät, ikkunalaudat ja portaat. Tähän kuuluu:  Tähän ei kuulu: ",,,2010-01-01,
91122,9892bee2-8607-4b1a-abc0-9562d7fa505d,VALID,Hotellisiivoojat,Hotellstädare,Hotel cleaners,"Luokan yleiskuvaus: Siivoavat huoneita ja kylpyhuoneita, sijaavat vuoteita ja vaihtavat vuodevaatteita ja pyyhkeitä. Huolehtivat kylpyhuoneiden tarvikkeista, kuten pyyhkeistä, saippuoista, wc- ym. papereista. Tähän kuuluu:  Tähän ei kuulu: ",,,2010-01-01,
91123,7ce6e270-1569-431e-8c6f-c8f32d6652fd,VALID,Sairaala- ja laitosapulaiset,Sjukhus- och vårdbiträden,Hospital and institutional helpers,"Luokan yleiskuvaus: Siivoavat tiloja ja huolehtivat tekstiilien ja hoitovälineiden puhtaanapidosta ja huollosta sairaaloissa, terveyskeskuksissa, vanhainkodeissa ym. Huolehtivat potilaan henkilöhygieniasta ja avustavat ruokailussa. Tähän luetaan myös sairaaloiden ym. laitosten kylvettäjät. Tähän kuuluu:  Tähän ei kuulu: ",,,2010-01-01,
91124,a37c3b7c-2867-46f5-9c58-d8128c3f2edb,VALID,Päiväkotiapulaiset,Daghemsbiträden,Kindergarten assistants,"Luokan yleiskuvaus: Siivoavat tiloja päiväkodeissa. Osallistuvat avustaviin lasten hoitotehtäviin, kuten pukemiseen, syöttämiseen, nukuttamiseen ym. Tähän kuuluu:  Tähän ei kuulu: ",,,2010-01-01,
91129,3ea51093-fdd0-465a-91a0-093906c325f0,VALID,Muut muualla luokittelemattomat siivoojat,Övriga städare utan annan klassificering,Other cleaners not elsewhere classified,"Luokan yleiskuvaus: Tähän 5-numerotason ryhmään luokitellaan sellaiset siivoojat, joita ei ole luokiteltu muualle 4-numerotason luokkaan 9112. Ryhmään luetaan esimerkiksi rakennussiivoojat, jotka siivoavat rakennustyömaiden työskentelypaikat ja kulkuväylät, teollisuustilojen siivoojat ja erilaisten kulkuvälineiden, kuten junien ja laivojen, siivoojat. Tähän kuuluu:  Tähän ei kuulu: ",,,2010-01-01,
912,4462fde4-6334-4865-9739-8d5bb85cc142,VALID,"Ajoneuvojen puhdistajat, ikkunanpesijät ym.",Fordonstvättare och fönsterputsare m.fl.,"Vehicle, window, laundry and other hand cleaning workers","Luokan yleiskuvaus: Pesevät ikkunoita, näyteikkunoita tai muita rakennusten tai ajoneuvojen lasipintoja sekä pesevät ja puhdistavat erilaisia pintoja, materiaaleja ja esineitä käyttäen erityisiä puhdistusvälineitä ja kemikaaleja.

Tehtäviin kuuluu yleensä: ajoneuvojen peseminen, puhdistaminen ja kiillottaminen käsin tai koneella, ikkunoiden tai muiden lasipintojen peseminen, kuivaaminen ja kiillottaminen, erilaisten pintojen ja materiaalien puhdistaminen kemikaalein ja erityisin puhdistusvälinein. Tähän kuuluu: - 9121 Puhdistajat ja prässääjät
- 9122 Ajoneuvojen pesijät
- 9123 Ikkunanpesijät
- 9129 Muut puhdistustyöntekijät Tähän ei kuulu: ",,,2010-01-01,
9121,e6211bae-c641-47bb-a867-997bb74bbc7e,VALID,Puhdistajat ja prässääjät,Rengörare och pressare,Hand launderers and pressers,Luokan yleiskuvaus: Tämä luokkia ei ole käytössä Suomessa. Puhdistajat ja prässääjät luokitellaan pesulatyöntekijöiksi luokkaan 8157. Tähän kuuluu:  Tähän ei kuulu: ,,,2010-01-01,
9122,fc59f3eb-9582-4a5d-9593-c6f3da582aa9,VALID,Ajoneuvojen pesijät,Fordonstvättare,Vehicle cleaners,"Luokan yleiskuvaus: Pesevät, puhdistavat ja kiillottavat ajoneuvoja.

Tehtäviä:
- autojen ja muiden ajoneuvojen puhdistaminen, peseminen ja kiillottaminen käsin tai koneella
- ajoneuvojen sisätilojen imuroiminen ja mattojen ja verhoilujen kuivapeseminen
- puhdistusaineiden käyttäminen tahrojen poistamiseen kulkuneuvojen sisätiloista
- renkaiden, alustojen ym. peseminen, ajoneuvojen ikkunoiden peseminen ja kiillottaminen
- ajoneuvojen osastojen ja hyttien tyhjentäminen ja puhdistaminen

Esimerkkejä:
- autonpesijä Tähän kuuluu:  Tähän ei kuulu: - laivasiivooja (91129)",,,2010-01-01,
9123,8c36a08a-e5a3-4b1a-bddf-62f04df4515a,VALID,Ikkunanpesijät,Fönsterputsare,Window cleaners,"Luokan yleiskuvaus: Pesevät ja kiillottavat ikkunoita ja muita lasipintoja.

Tehtäviä:
- ikkunoiden tai muiden lasipintojen peseminen vedellä tai erilaisilla liuoksilla; niiden kuivaaminen ja kiillottaminen
- tikkaiden, telineiden ja muiden apuvälineiden käyttäminen monikerroksisten rakennusten ikkunoiden pesussa
- tarkoituksenmukaisten puhdistus- ja kiillotusvälineiden valitseminen

Esimerkkejä:
- ikkunanpesijä Tähän kuuluu:  Tähän ei kuulu: ",,,2010-01-01,
9129,cd9722dc-6081-4c79-af10-452751685797,VALID,Muut puhdistustyöntekijät,Övriga rengöringsarbetare,Other cleaning workers,"Luokan yleiskuvaus: Puhdistavat pintoja, materiaaleja ja esineitä, kuten mattoja, seiniä, uima-altaita ja jäähdytystorneja erityisten puhditusväliniden ja kemikaalien avulla.

Tehtäviä:
- kokolattiamattojen, verhoiltujen huonekalujen ym. puhdistaminen puhdistuskoneiden avulla
- puhdistusaineiden valikointi ja käyttäminen tahrojen poistamiseen matoista
- mattojen käsitteleminen likaa hylkivillä kemikaaleilla ja hajusteilla sekä tuhoeläinten myrkyttäminen
- kiviseinien, metallipintojen ja mainoskylttien puhdistaminen painepesureita sekä liuottimia käyttäen
- kemikaalien ja painepesumenetelmien käyttäminen pieneliöiden poistamiseksi vedestä ja suodatinjärjestelmistä ja märkäimureiden ja muiden imulaitteiden käyttämien sakan, kertyneen lian ja muiden saostumien poistamiseksi uima-altaista, jäähdytystornilaitteista ja viemäreistä

Esimerkkejä:
- kokolattiamatonpesijä
- jäähdytystornilaitteiden puhdistaja Tähän kuuluu:  Tähän ei kuulu: - pesulatyöntekijä (8157)
- graffitinpoistaja (7133)",,,2010-01-01,
92,3f0194ad-dafc-40c8-89f6-ce0243f24db6,VALID,"Maa-, metsä- ja kalatalouden avustavat työntekijät","Medhjälpare inom jordbruk, skogsbruk och fiske","Agricultural, forestry and fishery labourers","Luokan yleiskuvaus: Tekevät yksinkertaisia rutiinitehtäviä viljelykasvien ja karjankasvatuksen tuotannossa, puutarhoilla ja puistoissa, metsien hyödyntämisessä ja suojelussa sekä kalankasvatuksessa. Työskentelevät usein kausityöntekijöinä tai ammattityöntekijää avustavana työntekijänä.

Tehtäviin kuuluu yleensä: kaivaminen, haravointi ja lapiointi; tarvikkeiden, tuotteiden ja muiden materiaalien lastaaminen, purkaminen ja pinoaminen; viljelykasvien kastelu, harventaminen, kitkeminen ja hoitaminen; tuotteiden istuttaminen, sadonkorjuu, poimiminen ja kerääminen; eläinten ruokkiminen sekä eläinten asumusten puhtaana pitäminen; karjan tarkkaileminen ja niiden kunnosta raportoiminen; verkkojen, siimojen ja muiden kalastusvälineiden ja kalastusalusten laitteiden käyttökuntoon laitto ja käyttö; tuotteiden luokittelu, lajittelu, niputtaminen ja pakkaaminen; pienten korjausten tekeminen rakenteisiin, rakennuksiin, laitteisiin, aluksiin ja aitoihin. Tähän kuuluu: - 921 Maa-, metsä- ja kalatalouden avustavat työntekijät Tähän ei kuulu: ",,,2010-01-01,
921,9651e412-0a4e-420a-b2ef-d505ab6a49df,VALID,"Maa-, metsä- ja kalatalouden avustavat työntekijät","Medhjälpare inom jordbruk, skogsbruk och fiske","Agricultural, forestry and fishery labourers","Luokan yleiskuvaus: Tekevät yksinkertaisia rutiinitehtäviä viljelykasvien ja karjankasvatuksen tuotannossa, puutarhoilla ja puistoissa, metsien hyödyntämisessä ja suojelussa sekä kalankasvatuksessa. Työskentelevät usein kausityöntekijöinä tai ammattityöntekijää avustavana työntekijänä.

Tehtäviin kuuluu yleensä: kaivaminen, haravointi ja lapiointi; tarvikkeiden, tuotteiden ja muiden materiaalien lastaaminen, purkaminen ja pinoaminen; viljelykasvien kastelu, harventaminen, kitkeminen ja hoitaminen; tuotteiden istuttaminen, sadonkorjuu, poimiminen ja kerääminen; eläinten ruokkiminen sekä eläinten asumusten puhtaana pitäminen; karjan tarkkaileminen ja niiden kunnosta raportoiminen; verkkojen, siimojen ja muiden kalastusvälineiden ja muiden kalastusalusten laitteiden käyttökuntoon laittaminen ja käyttäminen; tuotteiden luokittelu, lajittelu, niputtaminen ja pakkaaminen; pienten korjausten tekeminen rakenteisiin, rakennuksiin, laitteisiin, aluksiin ja aitoihin. Tähän kuuluu: - 9211 Maanviljelyn avustavat työntekijät
- 9212 Karjankasvatuksen avustavat työntekijät
- 9213 Yhdistetyn maanviljelyn ja karjankasvatuksen avustavat työntekijät
- 9214 Avustavat puutarhatyöntekijät
- 9215 Metsätalouden avustavat työntekijät
- 9216 Kalatalouden ja vesiviljelyn avustavat työntekijät Tähän ei kuulu: ",,,2010-01-01,
9211,3d77b5a9-4059-4026-a0f7-f0b672b84b4e,VALID,Maanviljelyn avustavat työntekijät,"Medhjälpare, jordbruk",Crop farm labourers,"Luokan yleiskuvaus: Tekevät yksinkertaisia rutiiniluonteisia tehtäviä viljelykasvien sekä hedelmien, vihannesten ym. maatilatuotannossa.

Tehtäviä:
- haravointi, kaivaminen ja lapiointi
- tarvikkeiden, tuotteiden ja muiden materiaalien lastaaminen ja purkaminen
- viljelykasvien kastelu, harventaminen ja kitkeminen
- hedelmien, vihannesten ja muiden viljelykasvien poimiminen ja munien kerääminen
- viljelykasvien istuttaminen ja korjaaminen
- tuotteiden luokittelu, lajittelu, niputtaminen ja pakkaaminen astioihin
- rakenteiden, rakennusten ja aitojen pienimuotoinen korjaaminen

Esimerkkejä:
- hedelmänpoimija (kausityöntekijä)
- vihannesten poimija (kausityöntekijä)
- mansikanpoimija (kausityöntekijä) Tähän kuuluu:  Tähän ei kuulu: - maataloustyöntekijä (peltokasvien viljely) (61112)
- kasvihuonetyöntekijä (61132)
- maataloustyöntekijä (yhdistetty maan- ja vihannestenviljely ym.) (6114)",,,2010-01-01,
9212,0f85c23e-94bd-4df7-b3bb-27619adbfe8d,VALID,Karjankasvatuksen avustavat työntekijät,"Medhjälpare, djuruppfödning",Livestock farm labourers,"Luokan yleiskuvaus: Tekevät yksinkertaisia rutiiniluonteisia eläinten kasvatukseen, jalostukseen ja hoitoon liittyviä maatilatalouden tehtäviä, mukaan luettuna siipikarjan ja mehiläisten tuotanto.

Tehtäviä:
- tarvikkeiden, tuotteiden ja muiden materiaalien lastaaminen ja purkaminen
- eläinten ruokkiminen, juottaminen ja puhdistaminen ja eläinten asumusten puhtaana pitäminen
- karjan tarkkaileminen ja eläinten kunnosta raportoiminen
- munien kerääminen
- heinän, olkien ja muunlaisten rehujen ja pahnojen haraus, hankoaminen, pinoaminen ja vieminen varastoon
- tuotteiden lajittelu ja pakkaaminen säiliöihin
- rakenteiden, rakennusten ja aitojen pienimuotoinen korjaaminen

Esimerkkejä:
- karjatilan avustava työntekijä Tähän kuuluu:  Tähän ei kuulu: - sikalanhoitaja (61212)
- eläintenhoitaja (karjatila) (61212)",,,2010-01-01,
9213,19e194a8-9b2b-46ad-bdd7-d0b6daba932e,VALID,Yhdistetyn maanviljelyn ja karjankasvatuksen avustavat työntekijät,"Medhjälpare, växtodling och djuruppfödning, blandad drift",Mixed crop and livestock farm labourers,"Luokan yleiskuvaus: Tekevät yksinkertaisia rutiininluonteisia tehtäviä maatiloilla, joiden tuotantosuuntana on yhdistetty maanviljely ja karjankasvatus (esimerkiksi viljelykasvien tai hedelmien viljely ja kotieläintuotanto).

Tehtäviä:
- tarvikkeiden, tuotteiden ja muiden materiaalien lastaaminen ja purkaminen
- olkien, heinien ja vastaavien materiaalien haravointi, hankoaminen ja pinoaminen
- viljelykasvien kastelu, harventaminen ja kitkeminen käsin tai käsikäyttöisiä työkaluja käyttäen
- hedelmien, vihannesten ja muiden viljelykasvien poimiminen ja munien kerääminen
- viljelykasvien istuttaminen ja korjaaminen käsin
- eläinten ruokkiminen, juottaminen ja puhdistaminen ja niiden asumusten puhtaana pitäminen
- karjan valvonta
- tuotteiden luokittelu, lajittelu, niputtaminen ja pakkaaminen astioihin
- rakenteiden, rakennusten ja aitojen pienimuotoinen korjaaminen

Esimerkkejä:
- avustava maatilatyöntekijä (viljely- ja karjatila) Tähän kuuluu:  Tähän ei kuulu: - maataloustyöntekijä (yhdistetty maanviljely ja eläintenkasvatus) (6130)",,,2010-01-01,
9214,3ea1617a-fd2f-4272-b237-3fba008d6aaf,VALID,Avustavat puutarhatyöntekijät,"Medhjälpare, trädgårdsodling",Garden and horticultural labourers,"Luokan yleiskuvaus: Tekevät yksinkertaisia ja rutiininomaisia töitä puistoissa, puutarhoissa, kasvihuoneissa ym.

Tehtäviä:
- tarvikkeiden, tuotteiden ja laitteiden lastaaminen, purkaminen ja siirtäminen
- puutarhatonttien ja -palstojen rakentaminen
- avustaminen kukkien, pensaiden, puiden ja nurmikoiden istuttamisessa ja siirtämisessä
- puutarhojen ylläpito kastelemalla, kitkemällä ja ruohoa leikkaamalla
- puutarhojen puhdistaminen ja roskien poistaminen
- avustaminen siementen, mukuloiden ja pistokkaiden levittämisessä ja istuttamisessa
- kasvien hoitaminen kastelemalla ja kitkemällä
- kasvisadon korjaaminen ja kasvien pakkaaminen myyntiä ja kuljetusta varten
- rakenteiden, rakennusten ja aitojen pienimuotoinen korjaaminen

Esimerkkejä:
- puistoapulainen
- taimitarha-apulainen
- puutarha-apulainen
- hautausmaan kesätyöntekijä Tähän kuuluu:  Tähän ei kuulu: - kauppapuutarhuri (61131)
- hortonomi (61132)
- kasvihuonetyöntekijä (61132)",,,2010-01-01,
9215,dab7f1d4-e7c4-4b10-b4e9-9cf9492b30ec,VALID,Metsätalouden avustavat työntekijät,"Medhjälpare, skogsbruk",Forestry labourers,"Luokan yleiskuvaus: Tekevät yksinkertaisia ja rutiininomaisia viljely- ja kunnossapitotöitä luonnonmetsissä ja istutetuissa metsissä sekä puun hakkuuta, kaatoa ja sahausta. Avustavat ammattityöntekijöitä.

Tehtäviä:
- reikien kaivaminen puiden istutusta varten
- tukkien ja puutavaran pinoaminen ja lastaaminen
- aluskasvillisuuden raivaaminen metsäalueilta ja nuorten istutusmetsiköiden harventaminen
- metsien vartioiminen metsäpalojen varalta
- oksien ja latvusten poistaminen, oksien karsiminen ja runkojen katkominen puutavaralajeiksi raakapuun käyttötarkoituksen mukaan
- siementen kerääminen ja taimien istuttaminen
- metsäteiden, rakennusten, toimitilojen ja laitteiden tarvitsemien pienten korjausten ja kunnossapitotoimien tekeminen

Esimerkkejä:
- avustava metsätyöntekijä
- käpyjen kerääjä
- metsämarjojen poimija Tähän kuuluu:  Tähän ei kuulu: - metsätyöntekijä (6210)",,,2010-01-01,
9216,4ce88de8-02e8-429a-b696-01de8e9cc9d0,VALID,Kalatalouden ja vesiviljelyn avustavat työntekijät,"Medhjälpare, fiske och vattenbruk",Fishery and aquaculture labourers,"Luokan yleiskuvaus: Tekevät yksinkertaisia ja rutiininomaisia tehtäviä kalojen viljelyssä ja kalastamisessa.

Tehtäviä:
- merenpohjan puhdistaminen ja viljeltävien kalojen ja nilviäisten ruokkiminen
- erilaisten merilevien, simpukoiden ja muiden nilviäisten kerääminen
- verkkojen, siimojen ja muiden kalastusvälineiden ja kalastusalusten laitteiden laittaminen pyyntikuntoon
- pyyntivälineiden käyttäminen kalojen ja muiden vesieliöiden pyytämiseen
- kalojen ja muiden merten antimien puhdistaminen, lajittelu ja pakkaaminen
- kansipintojen ja lastiruuman puhdistaminen
- aluksen kiinnitysköysien käsittely laiturista irtautumisen ja laituriin kiinnittymisen yhteydessä

Esimerkkejä:
- kalanviljelylaitoksen avustava työntekijä Tähän kuuluu:  Tähän ei kuulu: - kalanviljelijä (6221)
- kalastaja (6222)",,,2010-01-01,
93,b247a676-00f3-44e0-9ae8-0f13d154bab3,VALID,Teollisuuden ja rakentamisen avustavat työntekijät,Medhjälpare inom industrin och byggverksamhet m.fl.,"Labourers in mining, construction, manufacturing and transport","Luokan yleiskuvaus: Tekevät rutiiniluonteisia manuaalisia töitä kaivannaistoiminnassa ja louhinnassa, maa- ja vesirakentamisessa, talonrakennuksessa, teollisuudessa, kuljetuksessa ja varastoinnissa. Ajavat eläinvetoisia kulkuneuvoja yms. Useimmissa tämän 2-numerotason ammateissa edellytetään ISCOn taitotason yksi valmiuksia.

Tehtäviin kuuluu yleensä: hiekan ja maaperän kaivaminen käsityökaluilla ja kaivetun materiaalin seulominen; materiaalien, tarvikkeiden, tuotteiden ja rahdin lajitteleminen, lastaaminen, purkaminen, pinoaminen ja varastoiminen; koneiden, laitteiden, työvälineiden ja työtilojen siivoaminen; materiaalien ja tuotteiden pakkaaminen ja purkaminen pakkauksista; eläinvetoisten ja -käyttöisten kulkuneuvojen ajaminen ja koneiden käyttäminen. Tähän kuuluu: - 931 Avustavat kaivos- ja rakennustyöntekijät
- 932 Valmistusalan avustavat työntekijät
- 933 Rahdinkäsittelijät ja varastotyöntekijät ym. Tähän ei kuulu: ",,,2010-01-01,
931,7066bc5e-1bdc-4001-a69d-da71640efe63,VALID,Avustavat kaivos- ja rakennustyöntekijät,Medhjälpare inom gruvdrift och byggverksamhet,Mining and construction labourers,"Luokan yleiskuvaus: Tekevät rutiiniluonteisia manuaalisia töitä kaivannaistoiminnassa ja louhinnassa, maa- ja vesirakentamisessa ja talonrakentamisessa.

Tehtäviin kuuluu yleensä: reikien kaivaminen ja täyttäminen käsityökaluilla; kaivetun materiaalin, hiekan ja maaperän lapiointi ja hajottaminen; materiaalien ja välineiden lajitteleminen, lastaaminen, purkaminen, pinoaminen ja varastointi sekä kuljettaminen työpisteissä; koneiden ja laitteiden, työkalujen ja työtilojen siistiminen ja esteiden siirtäminen. Tähän kuuluu: - 9311 Kaivosten avustavat työntekijät
- 9312 Maa- ja vesirakentamisen avustavat työntekijät
- 9313 Rakennusalan avustavat työntekijät Tähän ei kuulu: ",,,2010-01-01,
9311,84890097-a841-4987-a66c-09d8bee3cdbe,VALID,Kaivosten avustavat työntekijät,"Medhjälpare, gruvor",Mining and quarrying labourers,"Luokan yleiskuvaus: Tekevät kaivos- ja louhostoimintaan liittyviä avustavia töitä.

Tehtäviä:
- kaivos- ja louhostyöntekijöiden avustaminen koneiden, laitteiden ja kaivos- ja louhosjärjestelmien kunnossapidossa
- kaivoskoneiden kokoaminen ja purkaminen
- tunnelin tuentojen purkaminen kaivosten ja louhosten käytöstä poistetuista osista
- vaarallisten ulkonemien tms. poistaminen kaivosten ja louhosten työalueilta
- materiaalien ja laitteiden poistaminen työalueilta louhinnan päätyttyä ja irronneen kivi- ja mineraaliaineksen raivaaminen
- koneiden, laitteiden, työkalujen, ajoratojen ja kuljetusreittien puhdistaminen
- muiden kaivostyöntekijöiden käyttämien työkalujen, materiaalien ja tarvikkeiden lajittelu, lastaaminen, purkaminen, pinoaminen ja varastointi

Esimerkkejä:
- avustava kaivostyöntekijä
- avustava louhostyöntekijä Tähän kuuluu:  Tähän ei kuulu: - poraaja (kaivos) (8111)
- kaivostyöntekijä (8111)
- kivenlouhija (8111)",,,2010-01-01,
